,film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
473,501,7.39,114.75,72.0,1,1,2.35,9.99,R,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,set([u'Trailers']),3,"38,142,151",82.0,323.0,20
474,502,4.865,134.4167,96.0,5,1,1.1833,21.99,PG-13,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,set([u'Trailers']),6,"15,28,34,42,45,57",173.0,639.0,24
475,503,5.323333,117.4444,72.0,15,1,2.85,24.99,R,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,set([u'Trailers']),8,"5,6,16,27,45,74,82,123",232.0,867.0,9
476,504,2.207391,127.6522,120.0,7,1,0.7667,25.99,PG-13,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,"set([u'Trailers', u'Commentaries'])",5,"50,70,142,144,156",143.0,539.0,23
477,505,3.19,99.8,144.0,3,1,0.7667,24.99,PG-13,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,"set([u'Behind the Scenes', u'Commentaries'])",6,"42,78,81,92,106,169",187.0,664.0,15
478,506,6.99,128.75,96.0,11,1,1.1167,14.99,PG,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",8,"1,48,49,64,104,115,180,188",216.0,817.0,17
479,507,2.99,135.0,96.0,10,1,1.8833,13.99,NC-17,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,set([u'Deleted Scenes']),4,"21,108,130,181",127.0,468.0,6
480,508,5.79,120.9,144.0,10,1,2.4,18.99,PG-13,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,"set([u'Trailers', u'Behind the Scenes'])",15,"28,37,45,47,53,61,75,81,102,111,138,147,150,170,186",440.0,1710.0,10
481,509,1.808182,115.4545,120.0,3,1,1.3,26.99,NC-17,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,"set([u'Trailers', u'Deleted Scenes'])",6,"1,6,91,119,140,189",147.0,574.0,11
482,510,5.108235,100.625,144.0,2,1,3.0167,29.99,G,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,"set([u'Deleted Scenes', u'Behind the Scenes'])",4,"9,19,54,185",105.0,407.0,17
483,511,1.220769,107.9231,168.0,1,1,2.9167,23.99,NC-17,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",2,"91,101",53.0,197.0,13
484,512,6.225294,126.0588,120.0,4,1,1.8333,25.99,PG-13,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,set([u'Trailers']),6,"67,92,94,99,146,189",173.0,643.0,17
485,513,3.99,127.7143,144.0,16,1,2.55,21.99,PG-13,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",7,"12,13,19,100,110,120,155",194.0,746.0,7
486,514,3.46619,103.9524,144.0,7,1,1.15,17.99,PG-13,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,"set([u'Deleted Scenes', u'Commentaries'])",3,"9,133,146",88.0,318.0,21
487,515,5.212222,98.7778,168.0,3,1,1.8833,14.99,PG,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",6,"13,17,24,52,131,196",172.0,649.0,9
488,516,1.545556,144.1111,168.0,12,1,0.9833,18.99,PG,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,"set([u'Deleted Scenes', u'Commentaries'])",4,"38,65,104,128",120.0,437.0,9
489,517,3.418571,119.4286,72.0,15,1,2.7833,28.99,NC-17,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,"set([u'Deleted Scenes', u'Behind the Scenes'])",12,"6,52,63,65,94,102,108,118,121,176,178,188",339.0,1300.0,7
490,518,5.99,109.5455,120.0,16,1,2.3333,15.99,PG,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,"set([u'Behind the Scenes', u'Commentaries'])",6,"2,53,61,97,156,185",159.0,636.0,22
491,519,6.323333,146.3333,72.0,15,1,2.3,27.99,G,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",7,"6,29,61,83,86,168,189",189.0,719.0,12
492,520,3.275714,87.7143,168.0,14,1,1.5167,28.99,NC-17,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,"set([u'Deleted Scenes', u'Behind the Scenes'])",8,"50,78,86,90,107,129,183,195",236.0,865.0,7
493,521,5.471481,122.5556,168.0,7,1,2.45,28.99,NC-17,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",7,"17,40,56,94,102,119,176",224.0,835.0,27
494,522,4.49,120.5,96.0,5,1,2.2833,9.99,NC-17,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,"set([u'Deleted Scenes', u'Commentaries'])",8,"10,13,85,95,163,177,181,197",239.0,884.0,10
495,523,1.24,139.25,168.0,4,1,2.9,21.99,R,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,set([u'Commentaries']),2,"8,32",43.0,180.0,8
496,524,1.934444,127.7222,144.0,5,1,0.8333,13.99,PG,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,"set([u'Trailers', u'Deleted Scenes'])",3,"13,54,196",90.0,343.0,18
497,525,2.36037,120.7692,96.0,4,1,2.3333,29.99,R,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,set([u'Deleted Scenes']),5,"34,51,110,113,130",125.0,493.0,27
498,526,3.1775,98.9375,168.0,16,1,2.0,10.99,R,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,"set([u'Trailers', u'Commentaries'])",2,"102,161",73.0,254.0,16
499,527,6.656667,127.4167,96.0,11,1,1.4167,24.99,PG,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,"set([u'Trailers', u'Commentaries'])",6,"20,42,81,82,145,151",178.0,667.0,24
500,528,4.89,130.1,96.0,8,1,2.5833,25.99,NC-17,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,"set([u'Trailers', u'Deleted Scenes'])",1,13,35.0,125.0,10
501,529,5.19,115.8667,72.0,5,1,1.1167,12.99,G,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",12,"26,37,69,83,84,89,90,102,139,172,173,188",366.0,1406.0,15
502,530,3.899091,121.4,120.0,1,1,1.8,27.99,PG-13,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,set([u'Trailers']),6,"10,21,78,105,123,137",168.0,656.0,11
503,531,3.027037,108.7778,72.0,9,1,2.2833,18.99,R,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,"set([u'Trailers', u'Commentaries'])",4,"20,115,194,197",113.0,433.0,27
504,532,5.923333,122.8,120.0,15,1,1.3333,28.99,PG,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,"set([u'Deleted Scenes', u'Behind the Scenes'])",5,"8,11,28,71,158",129.0,508.0,15
505,533,5.406667,145.1667,96.0,9,1,1.6333,21.99,PG-13,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,set([u'Deleted Scenes']),3,"43,94,189",83.0,308.0,12
506,534,1.754706,104.4706,120.0,8,1,1.1667,18.99,PG-13,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,set([u'Trailers']),3,"60,107,195",104.0,357.0,17
507,535,1.79,124.2,144.0,11,1,3.0167,21.99,R,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,"set([u'Trailers', u'Behind the Scenes'])",4,"5,42,61,157",113.0,424.0,20
508,536,4.704286,106.3846,72.0,4,1,1.0833,18.99,PG,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,"set([u'Trailers', u'Behind the Scenes'])",6,"14,18,22,23,153,198",175.0,659.0,14
509,537,6.29,144.4,72.0,4,1,1.25,29.99,G,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,set([u'Trailers']),7,"14,45,61,74,170,178,200",182.0,714.0,10
510,538,1.656667,131.9167,168.0,13,1,2.7,19.99,PG-13,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,"set([u'Trailers', u'Behind the Scenes'])",9,"20,25,46,77,114,132,172,187,200",224.0,885.0,12
511,539,3.09,116.1,168.0,7,1,2.5333,21.99,NC-17,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",6,"3,110,124,131,151,181",159.0,621.0,10
512,540,3.374615,120.1538,168.0,12,1,1.6167,10.99,PG-13,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",10,"2,12,27,46,84,94,99,139,142,144",302.0,1140.0,13
513,541,4.132857,119.7143,120.0,2,1,1.2333,21.99,NC-17,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,"set([u'Trailers', u'Behind the Scenes'])",9,"15,58,65,75,135,192,196,198,199",252.0,947.0,7
514,542,4.988,85.6923,72.0,1,1,0.8667,28.99,G,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",7,"49,89,90,122,136,150,181",214.0,765.0,15
515,543,5.99,122.1,120.0,16,1,1.9333,20.99,R,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,"set([u'Deleted Scenes', u'Behind the Scenes'])",6,"64,74,85,92,176,177",179.0,654.0,10
516,544,5.123333,141.2,96.0,6,1,2.45,11.99,R,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",5,"26,41,102,191,200",153.0,558.0,15
517,545,2.95,129.84,96.0,9,1,2.9667,14.99,PG-13,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,set([u'Trailers']),7,"48,81,92,110,126,164,198",206.0,737.0,25
518,546,3.775714,162.9286,168.0,10,1,1.6333,27.99,PG-13,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",4,"42,54,95,181",122.0,438.0,14
519,547,2.561429,96.7143,72.0,3,1,1.95,19.99,PG,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,"set([u'Trailers', u'Commentaries'])",4,"29,38,75,92",112.0,416.0,7
520,548,6.865,150.625,72.0,4,1,0.8833,27.99,R,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,"set([u'Deleted Scenes', u'Commentaries'])",7,"16,73,86,94,107,187,189",212.0,740.0,8
521,549,3.171818,133.6364,96.0,1,1,2.85,28.99,PG-13,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",7,"23,58,78,130,159,171,190",203.0,784.0,11
522,550,3.767778,131.8889,144.0,8,1,1.2333,22.99,NC-17,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,"set([u'Trailers', u'Commentaries'])",4,"2,72,117,173",111.0,433.0,9
523,551,6.823333,109.3333,72.0,13,1,2.3,9.99,PG,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,set([u'Behind the Scenes']),8,"28,58,60,82,94,95,150,191",257.0,937.0,24
524,552,2.578235,147.4118,120.0,6,1,2.1667,15.99,PG,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,set([u'Trailers']),5,"9,50,78,136,186",131.0,518.0,17
525,553,3.29,127.7,96.0,3,1,2.2667,12.99,PG-13,A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat,"set([u'Deleted Scenes', u'Behind the Scenes'])",11,"15,37,58,66,80,92,97,118,127,135,138",317.0,1213.0,10
526,554,3.259231,102.1923,144.0,4,1,2.65,22.99,G,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,set([u'Behind the Scenes']),7,"7,8,142,147,167,185,197",201.0,757.0,26
527,555,3.11,133.92,96.0,5,1,2.2167,25.99,PG,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",5,"2,37,111,158,198",168.0,637.0,25
528,556,5.626364,107.5455,144.0,10,1,2.1167,26.99,PG-13,A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California,set([u'Behind the Scenes']),1,65,34.0,117.0,22
529,557,4.323333,131.4667,120.0,8,1,2.95,27.99,PG,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,"set([u'Trailers', u'Commentaries'])",2,"64,125",61.0,223.0,15
530,558,4.79,105.4,72.0,13,1,1.1833,18.99,PG-13,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",5,"49,85,105,118,134",139.0,507.0,5
531,559,3.29,114.9,168.0,14,1,1.9,22.99,G,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,set([u'Behind the Scenes']),3,"39,48,106",89.0,315.0,30
532,560,1.726842,129.1053,144.0,10,1,1.0333,21.99,NC-17,A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia,"set([u'Deleted Scenes', u'Commentaries'])",7,"71,143,171,185,189,195,196",188.0,721.0,19
533,561,3.754706,124.0588,144.0,13,1,2.05,26.99,NC-17,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,"set([u'Deleted Scenes', u'Commentaries'])",11,"2,18,73,82,97,105,108,138,159,180,187",307.0,1190.0,17
534,562,1.29,94.05,144.0,12,1,2.5167,12.99,PG-13,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,"set([u'Behind the Scenes', u'Commentaries'])",3,"73,132,190",75.0,265.0,20
535,563,5.99,136.0333,144.0,10,1,2.75,16.99,R,A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California,set([u'Commentaries']),3,"100,147,177",82.0,324.0,30
536,564,4.99,123.9167,96.0,2,1,2.6833,11.99,PG,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,"set([u'Behind the Scenes', u'Commentaries'])",9,"25,26,81,89,92,128,137,169,173",261.0,1006.0,12
537,565,5.101111,90.8889,144.0,9,1,0.9333,9.99,PG-13,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",3,"30,73,112",70.0,298.0,9
538,566,1.49,112.25,144.0,9,1,1.2,20.99,R,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,"set([u'Trailers', u'Behind the Scenes'])",6,"77,84,106,171,179,188",177.0,702.0,8
539,567,5.49,122.5,72.0,9,1,1.3333,26.99,G,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,set([u'Trailers']),6,"11,32,46,108,119,172",163.0,654.0,12
540,568,6.836154,130.3077,96.0,5,1,1.2833,11.99,NC-17,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,set([u'Behind the Scenes']),6,"42,76,92,101,125,198",196.0,674.0,13
541,569,3.132857,131.2857,168.0,2,1,2.45,18.99,G,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",2,"36,64",59.0,227.0,7
542,570,6.24,118.75,120.0,15,1,1.7333,20.99,NC-17,A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California,"set([u'Trailers', u'Behind the Scenes'])",6,"48,87,119,139,151,198",178.0,677.0,16
543,571,4.15,145.16,144.0,6,1,2.6833,26.99,PG-13,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",8,"5,13,65,107,146,169,173,185",259.0,934.0,25
544,572,5.066923,128.2692,96.0,14,1,1.0667,9.99,PG-13,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",6,"37,59,64,96,99,118",166.0,660.0,26
545,573,3.605385,131.0,144.0,3,1,1.75,22.99,PG-13,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,set([u'Commentaries']),6,"17,53,93,127,157,176",181.0,673.0,13
546,574,2.695882,101.25,72.0,1,1,1.4333,19.99,G,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,"set([u'Trailers', u'Deleted Scenes'])",9,"28,33,71,84,107,151,157,162,184",258.0,1018.0,17
547,575,7.126364,106.6818,72.0,6,1,0.8,27.99,G,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,"set([u'Trailers', u'Deleted Scenes'])",2,"142,196",61.0,217.0,22
548,576,3.24,133.5833,168.0,6,1,2.0333,13.99,PG,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,set([u'Behind the Scenes']),8,"47,53,67,123,140,143,183,196",221.0,836.0,12
549,577,3.220769,136.4615,96.0,15,1,1.0667,10.99,PG,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,"set([u'Deleted Scenes', u'Behind the Scenes'])",3,"53,65,123",96.0,343.0,13
550,578,6.54,117.35,96.0,4,1,2.3667,16.99,PG-13,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,set([u'Deleted Scenes']),5,"58,81,117,152,192",153.0,534.0,20
551,579,7.49,121.8,72.0,1,1,2.4833,22.99,PG-13,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,"set([u'Deleted Scenes', u'Behind the Scenes'])",6,"49,75,81,160,181,186",162.0,594.0,20
552,580,8.095263,137.7895,72.0,13,1,2.7667,12.99,PG-13,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,"set([u'Trailers', u'Deleted Scenes'])",2,"166,184",51.0,207.0,19
553,581,2.324167,119.0909,96.0,12,1,0.9833,16.99,G,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,set([u'Trailers']),1,158,35.0,130.0,12
554,582,4.99,112.3333,72.0,2,1,2.7,19.99,PG-13,A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert,"set([u'Trailers', u'Deleted Scenes'])",1,16,27.0,103.0,9
555,583,7.045556,112.4444,72.0,2,1,2.7333,26.99,PG-13,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,set([u'Behind the Scenes']),5,"16,25,38,104,138",128.0,511.0,18
556,584,3.99,142.5,144.0,9,1,3.0,26.99,PG-13,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,set([u'Behind the Scenes']),6,"52,70,116,125,155,185",165.0,641.0,4
557,585,2.906667,130.8333,96.0,7,1,1.75,25.99,G,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,set([u'Trailers']),6,"24,31,32,61,103,106",155.0,613.0,12
558,586,2.49,117.1739,96.0,1,1,1.0,27.99,PG,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,set([u'Behind the Scenes']),3,"27,90,132",88.0,311.0,24
559,587,5.626364,119.2727,144.0,6,1,1.2833,20.99,NC-17,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans,"set([u'Behind the Scenes', u'Commentaries'])",6,"10,11,39,140,178,196",160.0,626.0,11
560,588,6.256667,101.4667,96.0,3,1,2.9167,11.99,NC-17,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",8,"13,37,133,134,154,161,179,198",251.0,943.0,15
561,589,3.323333,123.0,72.0,6,1,1.2333,20.99,PG,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,"set([u'Trailers', u'Deleted Scenes', u'Commentaries'])",5,"20,35,84,123,141",136.0,537.0,15
562,590,5.59,121.5,72.0,13,1,2.25,17.99,PG,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,"set([u'Trailers', u'Commentaries'])",7,"29,36,96,120,131,155,182",188.0,731.0,20
563,591,6.101111,134.4444,144.0,10,1,3.0333,20.99,PG,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,"set([u'Behind the Scenes', u'Commentaries'])",5,"44,50,85,146,175",153.0,562.0,9
564,592,3.456667,120.2143,144.0,12,1,1.7833,28.99,PG,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,"set([u'Behind the Scenes', u'Commentaries'])",7,"57,119,130,145,173,192,195",200.0,767.0,15
565,593,1.682308,95.6923,144.0,11,1,2.6333,13.99,G,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,"set([u'Trailers', u'Commentaries'])",6,"12,27,56,123,156,188",176.0,680.0,13
566,594,1.323333,99.0,144.0,1,1,2.1,22.99,NC-17,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,set([u'Trailers']),2,"15,133",58.0,225.0,9
567,595,1.334828,116.9655,168.0,9,1,1.3833,20.99,PG,A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory,"set([u'Deleted Scenes', u'Behind the Scenes'])",1,49,27.0,93.0,29
568,596,6.751905,122.7143,96.0,10,1,2.85,25.99,PG-13,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,set([u'Behind the Scenes']),5,"41,52,175,181,191",151.0,555.0,21
569,597,6.836154,146.5833,120.0,10,1,3.0667,12.99,G,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,"set([u'Trailers', u'Deleted Scenes'])",7,"11,13,28,64,129,184,198",220.0,821.0,13
570,598,1.723333,122.5,144.0,15,1,0.95,22.99,G,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,set([u'Trailers']),4,"39,43,44,197",117.0,429.0,15
571,599,4.99,161.0714,72.0,15,1,1.7167,20.99,R,A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China,"set([u'Trailers', u'Commentaries'])",5,"48,78,87,140,144",140.0,528.0,14
572,600,2.053125,113.2667,120.0,11,1,2.7667,16.99,PG,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",8,"13,22,36,54,99,102,104,159",239.0,915.0,16
573,601,3.24,138.0,96.0,16,1,1.3167,20.99,PG-13,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,set([u'Trailers']),3,"67,124,158",84.0,318.0,16
574,602,2.037619,113.5238,120.0,14,1,2.4333,14.99,PG,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,"set([u'Trailers', u'Deleted Scenes', u'Commentaries', u'Behind the Scenes'])",7,"58,88,125,129,139,154,168",205.0,779.0,21
575,603,5.397778,117.4615,144.0,8,1,0.8833,27.99,PG,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,"set([u'Deleted Scenes', u'Behind the Scenes', u'Commentaries'])",8,"17,24,55,107,111,112,137,143",234.0,905.0,27
576,604,2.836154,125.3333,96.0,5,1,2.6667,10.99,G,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,set([u'Behind the Scenes']),5,"44,76,157,181,199",147.0,524.0,13
577,605,3.132857,115.8333,168.0,9,1,2.6167,13.99,PG,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",6,"1,6,43,57,102,139",169.0,642.0,7
578,606,3.6775,136.2667,72.0,15,1,2.6667,15.99,NC-17,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,"set([u'Trailers', u'Behind the Scenes'])",13,"17,25,32,39,76,87,102,105,107,112,116,188,190",379.0,1447.0,16
579,608,3.685652,125.6087,144.0,3,1,2.7667,11.99,PG,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,"set([u'Trailers', u'Deleted Scenes', u'Behind the Scenes'])",8,"43,66,91,101,111,140,142,171",234.0,872.0,23
580,609,3.19,101.9667,168.0,16,1,3.0833,23.99,G,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,set([u'Deleted Scenes']),5,"72,103,172,180,181",145.0,526.0,30
581,610,1.200526,117.0526,168.0,8,1,2.15,17.99,R,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",3,"137,164,174",77.0,306.0,19
582,611,5.460588,110.0,168.0,4,1,1.2167,17.99,PG,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,"set([u'Deleted Scenes', u'Behind the Scenes'])",1,152,23.0,83.0,17
583,612,3.19,96.4,144.0,15,1,3.0,10.99,G,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,"set([u'Deleted Scenes', u'Behind the Scenes'])",7,"14,18,35,55,69,77,162",157.0,668.0,5
584,613,1.99,117.0,120.0,5,1,1.5333,19.99,NC-17,A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,"set([u'Behind the Scenes', u'Commentaries'])",4,"81,127,143,164",126.0,446.0,10
585,614,5.946522,108.8636,120.0,10,1,2.9667,11.99,PG-13,A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria,"set([u'Trailers', u'Behind the Scenes', u'Commentaries'])",3,"119,128,192",91.0,332.0,23
586,615,4.323333,150.9333,144.0,2,1,3.0,21.99,PG-13,A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,"set([u'Behind the Scenes', u'Commentaries'])",7,"35,65,83,115,152,184,196",192.0,725.0,15
